song	link	album	lyrics
Awake Ghost Song	https://www.allthelyrics.com/lyrics/doors/awake_ghost_song-lyrics-60593.html	An American Prayer	"Is everybody in?
Is everybody in?
Is everybody in?
The ceremony is about to begin.
Wake Up!
You can't remember where it was
Had this dream stopped?"
Back Door Man	https://www.allthelyrics.com/lyrics/doors/back_door_man-lyrics-26368.html	The Doors	"Wha, yeah!
C'mon, yeah
Yeah, c'mon, yeah
Yeah, c'mon
Oh, yeah, ma
Yeah, I'm a back door man
I'm a back door man
The men don't know
But the little girl understand
Hey, all you people that tryin' to sleep
I'm out to make it with my midnight dream, yeah
'Cause I'm a back door man
The men don't know
But the little girls understand
All right, yeah
You men eat your dinner
Eat your pork and beans
I eat more chicken
Than any man ever seen, yeah, yeah
I'm a back door man, wha
The men don't know
But the little girls understand
Well, I'm a back door man
I'm a back door man
Whoa, baby, I'm a back door man
The men don't know
But the little girls understand"
Been Down So Long	https://www.allthelyrics.com/lyrics/doors/been_down_so_long-lyrics-26416.html	L.A. Woman	"Well, I've been down so Goddamn long
That it looks like up to me
Well, I've been down so very damn long
That it looks like up to me
Yeah, why don't one you people
C'mon and set me free
I said, warden, warden, warden
Won't you break your lock and key
I said, warden, warden, warden
Won't ya break your lock and key
Yeah, come along here, mister
C'mon and let the poor boy be
Baby, baby, baby
Won't you get down on your knees
Baby, baby, baby
Won't you get down on your knees
C'mon little darlin'
C'mon and give your love to me, oh yeah
Well, I've been down so Goddamn long
That it looks like up to me
Well, I've been down so very damn long
That it looks like up to me
Yeah, why don't one you people
C'mon, c'mon, c'mon and set me free"
Bird Of Prey	https://www.allthelyrics.com/lyrics/doors/bird_of_prey-lyrics-827906.html	An American Prayer	"Bird of Prey
Bird of Prey
Flying high
Flying high
In the summer sky
Bird of Prey
Bird of Prey
Flying high
Flying high
gently pass on by
Bird of Prey
Bird of Prey
Flying high
Flying high
am i going to die
Bird of Prey
Bird of Prey
Flying high
Flying high
take me on your flight"
Black Polished Chrome	https://www.allthelyrics.com/lyrics/doors/black_polished_chrome-lyrics-60589.html	An American Prayer	"The music was new
black polished chrome
And came over the summer
like liquid night.
The DJ's took pills to stay awake
and play for seven days
They went to the studio
And someone knew him
Someone knew the TV showman
He came to our homeroom party
and played records
And when he left in the hot noon sun
and walked to his car
We saw the chooks had written
F-U-C-K on his windshield
He wiped it off with a rag
and smiling coolly drove away
He's rich. Got a big car.
My gang will get you
Scenes of rape in the arroyo
Seduction in cars, abandoned buildings
Fights at the food stand
The dust
the shoes
Open shirts and raised collars
Bright sculptured hair.
Hey man, you want girls, pills, grass? C'mon...
I show you good time.
This place has everything. C'mon...
I show you."
Black Polished Chrome (Latino Chrome)	https://www.allthelyrics.com/lyrics/doors/black_polished_chrome_latino_chrome-lyrics-600964.html	An American Prayer	"The music was new
black polished chrome
And came over the summer
like liquid night.
The DJ's took pills to stay awake
and play for seven days
They went to the studio
And someone knew him
Someone knew the TV showman
He came to our homeroom party
and played records
And when he left in the hot noon sun
and walked to his car
We saw the chooks had written
F-U-C-K on his windshield
He wiped it off with a rag
and smiling cooly drove away
He's rich. Got a big car.
My gang will get you
Scenes of rape in the arroyo
Seduction in cars, abandoned buildings
Fights at the food stand
The dust
the shoes
Open shirts and raised collars
Bright sculptured hair.
Hey man, you want girls, pills, grass? C'mon...
I show you good time.
This place has everything. C'mon...
I show you."
Black Train Song (Live At The Spectrum, Philadelphia, 1970)	https://www.allthelyrics.com/lyrics/doors/black_train_song_live_at_the_spectrum_philadelphia_1970-lyrics-600965.html	An American Prayer	"People get ready
There's a train-a-coming
You don't need a ticket
Climb on board
Train-a-ride
Sixteen coatches long
Train-a-ride
Sixteen coatches long
Where there be no train
Took my baby, he's gone
Train, train
Comin' round the bend
Train, train
Comin' round the bend
Yeah, there be no evil train
Took my one and only friend
Train, train
Comin' down the line
Train, train
Comin' down the line
Well, there be no rock train
Took the only friend of mine
Train, train
Comin' down the track
Train, train
Comin' down the track
Yeah, he took my baby
And he never bring her back
Allright
Away, away, away in India
Away, away, away in India
Away, away, away in India
That's right
Away, away, away in India
Away, away, away in India
Away, away, away in India
That's right
Away in India
That's right
Well, I woke up a morning
Got the crossroads on my mind
Well, I woke up a morning
Got the crossroads on my mind
Take a walk with me
Everything gonna work out fine
Well, I woke up a morning
Got the junk hangin' on my mind
Well, I woke up a morning
Got the junk hangin' on my mind
Take a walk with me
Everything gonna work out fine
Well, I woke up a morning
Got the eight ball on my mind
Well, I woke up a morning
Got the eight ball on my mind
Take a walk with me
Everything gonna work out fine
Well, I woke up a morning
Got the crossroads on my mind
Well, I woke up a morning
Got the crossroads on my mind
Take a walk with me
Everything gonna work out fine
Train, train
Come and gone
Took my baby
Took my baby
Away
Well, I woke up a morning
Nothing on my mind"
Blue Sunday	https://www.allthelyrics.com/lyrics/doors/blue_sunday-lyrics-26407.html	Morrison Hotel	"I found my own true love was on a blue Sunday
She looked at me and told me
I was the only one in the world
Now I have found my girl
My girl awaits for me in tender time
My girl is mine, she is the world
She is my girl
La, la, la, la
My girl awaits for me in tender time
My girl is mine, she is the world
She is my girl"
Blue Sunday (Live At Madison Square Garden, New York, 1970)	https://www.allthelyrics.com/lyrics/doors/blue_sunday_live_at_madison_square_garden_new_york_1970-lyrics-600966.html	Morrison Hotel	"This is the end
Beautiful friend
This is the end
My only friend, the end
Of our elaborate plans, the end
Of everything that stands, the end
No safety or surprise, the end
I'll never look into your eyes...again
Can you picture what will be
So limitless and free
Desperately in need...of some...stranger's hand
In a...desperate land
Lost in a Roman...wilderness of pain
And all the children are insane
All the children are insane
Waiting for the summer rain, yeah
There's danger on the edge of town
Ride the King's highway, baby
Weird scenes inside the gold mine
Ride the highway west, baby
Ride the snake, ride the snake
To the lake, the ancient lake, baby
The snake is long, seven miles
Ride the snake...he's old, and his skin is cold
The west is the best
The west is the best
Get here, and we'll do the rest
The blue bus is callin' us
The blue bus is callin' us
Driver, where you taken' us
The killer awoke before dawn, he put his boots on
He took a face from the ancient gallery
And he walked on down the hall
He went into the room where his sister lived, and...then he
Paid a visit to his brother, and then he
He walked on down the hall, and
And he came to a door...and he looked inside
Father, yes son, I want to kill you
Mother...I want to...fuck you
C'mon baby, take a chance with us
C'mon baby, take a chance with us
C'mon baby, take a chance with us
And meet me at the back of the blue bus
Doin' a blue rock
On a blue bus
Doin' a blue rock
C'mon, yeah
Kill, kill, kill, kill, kill, kill
This is the end
Beautiful friend
This is the end
My only friend, the end
It hurts to set you free
But you'll never follow me
The end of laughter and soft lies
The end of nights we tried to die
This is the end"
Break On Through ( Part 2 )	https://www.allthelyrics.com/lyrics/doors/break_on_through_part_2-lyrics-60568.html	The Doors	"When I was back there in seminary school
There was a person there who put forth the proposition
That you can petition the Lord with prayer
Petition the Lord with prayer
Petition the Lord with prayer
You cannot petition the Lord with prayer
Dead cats, dead rats, did you see what they were at, alright
Dead cat in a tophat
Sucking on a young man's blood
Wishing he would come, yeah
Sucking on a soldier's brain
Wishing it would be the same
Dead cat, dead rat, did you see what they were at
Fat cat in a tophat
Thinks he's an aristocrat
Thinks he can kill and slaughter
Thinks he can shoot my daughter
Yeah, right...oh yeah...alright...yeah
Dead cats, dead rats, think you're an aristocrat
Crap...ah, that's crap"
Break On Through (To The Other Side)	https://www.allthelyrics.com/lyrics/doors/break_on_through_to_the_other_side-lyrics-26362.html	The Doors	"You know the day destroys the night
Night divides the day
Tried to run
Tried to hide
Break on through to the other side
Break on through to the other side
Break on through to the other side, yeah
We chased our pleasures here
Dug our treasures there
But can you still recall
The time we cried
Break on through to the other side
Break on through to the other side
Yeah!
C'mon, yeah
Everybody loves my baby
Everybody loves my baby
She get(s high)
She get(s high)
She get(s high)
She get(s high)
I found an island in your arms
Country in your eyes
Arms that chain
Eyes that lie
Break on through to the other side
Break on through to the other side
Break on through, oww!
Oh, yeah!
Made the scene
Week to week
Day to day
Hour to hour
The gate is straight
Deep and wide
Break on through to the other side
Break on through to the other side
Break on through
Break on through
Break on through
Break on through
Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah, yeah"
Break On Through (To The Other Side) (Live At The Isle Of Wight Festival, Angleterre,	https://www.allthelyrics.com/lyrics/doors/break_on_through_to_the_other_side_live_at_the_isle_of_wight_festival_angleterre-lyrics	The Doors	"Break on through
You know the day destroys the night
Night divides the day.
Tried to run, tried to hide
Break on through to the other side
Break on through to the other side
Break on through to the other side.
We chased our pleasures here
Dug our treasures there.
Can you still recall the time we cried?
Break on through to the other side
Break on through to the other side.
Everybody loves my baby
Everybody loves my baby
She gets (high), she gets (high), she gets (high).
I've found an island in your arms
A country in your eyes
Arms that chain, eyes that lie.
Break on through to the other side
Break on through to the other side
Break on through.
Made the scene, week to week
Day to day, hour to hour
The gate is straight, deep and wide.
Break on through to the other side
Break on through to the other side
Break on through, break on through
Break on through, break on through..."
Build Me A Woman	https://www.allthelyrics.com/lyrics/doors/build_me_a_woman-lyrics-258848.html	The Doors	"Give me a witness, darling.
I need a witness, babe.
I got the poontang blues. I got the poontang blues.
From the top of my head to the bottom of my cowboy shoes.
Build me a woman,
Make her ten feet tall.
You got to build me a woman,
Make her ten feet tall.
Don't make her worthless,
Don't make her small.
Build me a woman,
Make her ten feet tall.
You got to build me a woman,
Make her ten feet tall.
Don't make her worthless,
Don't make her small.
Build me someone I can ball
All night long."
C'mon Everybody	https://www.allthelyrics.com/lyrics/doors/cmon_everybody-lyrics-827909.html	-	"(Capeheart/Cochran)
Well c'mon everybody and let's get together tonight
I got some money in my jeans and I'm really gonna spend it
right
Been a-doin' my homework all week long
now the house is empty the folks are gone
Ooo C'mon everybody
Well my baby's number one but I'm gonna dance with three or
four
And the house'll be shakin' from my bare feet slapping the
floor
When you hear that music you can't sit still
If your brother won't rock then your sister will
Ooo C'mon everybody
Well we'll really have a party but we gotta put a guard outside
If the folks come home I'm afraid they gonna have my hide
There'll be no more movies for a week or two
No more runnin' 'round with the usual crew
Who cares C'mon everybody"
Carol	https://www.allthelyrics.com/lyrics/doors/carol-lyrics-1029697.html	Live in Detroit	"Oh, Carol!
Don't let him steal your heart away.
Yeah I've got to love you darling
If it takes me all night and day.
Beat cool down,
Over cool down,
I can hear that highway sound.
Carol!
Don't let him steal your heart away.
Well I'm gonna love you darling
If it takes me all night and day.
Whoa, Carol!
Oh, Carol!
Don't let him steal your heart away.
Yeah I'm gonna love you darling
If it takes me all night and day.
One more time!
Whoa, Carol!
Come on, Carol!
Oh yeah!
Oh right!
Well I'm gonna love you darling
If it takes me all night and day."
Cars Hiss By My Window	https://www.allthelyrics.com/lyrics/doors/cars_hiss_by_my_window-lyrics-26417.html	L.A. Woman	"The cars hiss by my window
Like the waves down on the beach
The cars hiss by my window
Like the waves down on the beach
I got this girl beside me
But she's out of reach
Headlight through my window
Shinin' on the wall
Headlight through my window
Shinin' on the wall
Can't hear my baby
Though I called and called
Yeah, right
Woo!
Windows started tremblin'
With a sonic boom
Windows started tremblin'
With a sonic boom, boom
A cold girl'll kill you
In a darkened room
Yeah, woo
Ride
Ride on
Weooooo!
Wawa, eooo!
Oooo, owa, owaaa!
Wa, waaaaea!
Ooo, wa, wa, wa, wa, waa!
Uh-huh"
Close To You	https://www.allthelyrics.com/lyrics/doors/close_to_you-lyrics-258849.html	The Doors	"(I want to get)
Close to you like black on white,
Close to you like the coldest of ice,
Close to you like a siamese twin,
Close to you like I'm feeling all right.
(I want to get)
Close to you baby, X3
I don't know what to say or do.
(I want to get)
Close to you like the sight of your eye?
Close to you like the heat is to fire,
Close to you baby as close as I can get,
Close to you like water is wet.
(I want to get)
Close to you till I'm feeling all right,
Close to you - gonna love you all night,
Close to you in New York City,
I love you so much you know it's a pity.
Closer and closer baby.
Closer and closer baby."
Crawling King Snake	https://www.allthelyrics.com/lyrics/doors/crawling_king_snake-lyrics-26421.html	L.A. Woman	"Well, I'm the Crawlin' King Snake
And I rule my den
I'm the Crawlin' King Snake
And I rule my den
Yeah, don't mess 'round with my mate
Gonna use her for myself
Caught me crawlin', baby, window
Grass is very high
Keep on crawlin' till the day I die
Crawlin' King Snake
And I rule my den
You better give me what I want
Gonna crawl no more
Caught me crawlin', baby
Crawlin' 'round your door
Seein' everything I want
I'm gonna crawl on your floor
Let's crawl
And I rule my den
C'mon, give me what I want
Ain't gonna crawl no more
Alright, crawl a while
C'mon crawl
C'mon crawl
Get on out there on your hands and knees, baby
Crawl all over me
Just like the spider on the wall
Ooo, we gonn' crawl, one more
Well, I'm the Crawlin' King Snake
And I rule my den
Call me the Crawlin' King Snake
And I rule my den
Yeah, don't mess 'round with my mate
Gonna use her for myself"
Crawling King Snake (Live At Madison Square Garden, New York, 1970)	https://www.allthelyrics.com/lyrics/doors/crawling_king_snake_live_at_madison_square_garden_new_york_1970-lyrics-600968.html	L.A. Woman	"Well I'm the crawling king snake, and I rule my den.
I'm the crawling king snake, and I rule my den.
You don't mess with my mate; gonna use her for myself.
Come crawling 'round the window, grass is very high.
Keep on crawling till the day I die.
Crawling king snake, and I rule my den.
You better give me what I want; gonna crawl no more.
Come a crawling, baby, crawling round your door.
See anything I want, gonna crawl on your floor. Let's crawl.
And I rule my den.
Come on, give me what I want; ain't gonna crawl no more.
Not for a while.
Come on crawl.
Come on crawl.
You get on your hands and knees, baby
Crawl all over me.
Just like the spider on the wall
We gon' crawl.
Well I'm the crawling king snake, and I rule my den.
Call me the crawling king snake, and I rule my den.
Don't mess with my mate; gonna use her for myself."
Crossroads	https://www.allthelyrics.com/lyrics/doors/crossroads-lyrics-1029698.html	Live in Detroit	"Woke up this morning
Got the crossroads on my mind.
Well I woke up this morning
Got the crossroads on my mind.
Take a walk with me
And everything will work out fine.
Well I woke up this morning
Got the judgement on my mind.
Well I woke up this morning
Got the judgement on my mind.
Take a walk with me
And everything will work out fine.
Well I woke up this morning
Got the H-bomb on my mind.
Well I woke up this morning
Got the H-bomb on my mind.
Take a walk with me
And everything will work out fine.
Woke up this morning
Got the crossroads on my mind.
Well I woke up this morning
Got the crossroads on my mind.
Take a walk with me
And everything will work out fine.
Woke up this morning
Got nothing on my mind.
Well I woke up this morning
Nothing on my mind.
Take a walk with me
And everything will work out fine."
